,locality,type of property,subtype of property,price,sale type,number of rooms,area,kitchen equipment,furnished,open fire,terrace,terrace area,garden,garden area,surface land,surface plot land,number of facades,swimming pool,building state
8,Edegem,Appartement,None,319000,notariale,4,93,0,0,0,None,None,0,None,None,None,2,0,old
9,Edegem,Appartement,App. rez-de-chaussée,324000,notariale,4,90,0,0,0,None,None,1,None,None,None,2,0,old
0,Berchem,Appartement,None,209000,notariale,3,90,0,0,0,True,20,0,None,None,815,2,0,old
1,Brasschaat,Appartement,None,155000,notariale,2,57,0,0,0,None,None,0,None,None,None,2,0,None
2,Antwerpen,Appartement,None,255000,notariale,2,50,0,0,0,True,9,0,None,None,None,2,0,None
3,Antwerpen,Maison,None,445000,notariale,0,None,0,0,0,None,None,0,None,None,50,2,0,None
4,Brasschaat,Appartement,None,215000,notariale,3,98,0,0,0,None,None,0,None,None,None,2,0,None
5,Antwerpen,Maison,None,445000,notariale,5,None,0,0,0,None,None,0,None,None,50,2,0,None
6,Antwerpen,Maison,None,995000,notariale,4,251,0,0,0,True,20,0,None,None,90,2,0,None
7,Antwerpen,Appartement,None,1290000,notariale,6,46,0,0,0,True,88,0,None,None,None,None,0,old
8,Geel,Appartement,None,199000,notariale,4,80,0,0,0,True,3,1,None,None,None,None,0,old
9,Geel,Appartement,None,299000,notariale,4,325,0,0,0,None,None,1,None,None,None,None,0,old
0,Lier,Appartement,None,399000,notariale,6,160,0,0,0,True,7,0,None,None,None,3,0,old
1,Hoevenen,Appartement,None,164900,notariale,4,89,0,0,0,True,6,0,None,None,None,2,0,old
2,Hemiksem,Maison,Maison unifamiliale,275000,notariale,3,138,0,0,0,None,None,0,None,None,26,2,0,new
3,Sint-Amands,Maison,Maison deux facades,220000,agence,6,None,0,0,0,None,None,0,None,None,200,2,0,old
4,Mol,Maison,None,435000,notariale,3,190,0,0,0,None,None,0,None,None,495,3,0,old
5,Bonheiden,Appartement,None,685000,notariale,4,125,0,0,0,True,45,0,None,None,None,None,0,old
6,Berlaar,Maison,None,359000,notariale,3,152,0,0,0,None,None,1,None,None,312,3,0,old
7,Berlaar,Maison,None,359000,notariale,3,152,0,0,0,None,None,1,None,None,307,3,0,old
8,Berlaar,Maison,None,349000,notariale,3,152,0,0,0,None,None,1,None,None,261,3,0,old
9,Berlaar,Maison,None,359000,notariale,3,152,0,0,0,None,None,1,None,None,322,3,0,old
0,Rijmenam,Maison,Ferme,329000,notariale,6,110,0,0,0,None,None,1,None,None,580,4,0,None
1,Lichtaart,Appartement,Attique,295000,notariale,5,175,0,0,0,True,15,0,None,None,None,3,0,old
2,Hulshout,Maison,None,430000,notariale,5,None,0,0,0,None,None,1,None,None,600,3,0,old
3,Poppel,Maison,None,349000,notariale,3,159,0,0,0,None,None,1,None,None,949,None,0,old
4,Berlaar,Maison,Maison unifamiliale,419000,notariale,9,203,0,0,0,None,None,0,None,None,135,2,0,old
5,Nijlen,Maison,Maison unifamiliale,229000,notariale,3,145,0,0,0,None,None,0,None,None,315,2,0,None
6,Geel,Appartement,Triplex,399000,notariale,5,239,0,0,0,True,55,0,None,None,None,None,0,old
7,Lier,Appartement,None,389000,notariale,4,103,0,0,0,True,18,0,None,None,None,2,0,None
8,Berlaar,Maison,Maison unifamiliale,384000,notariale,7,138,0,0,0,None,None,0,None,None,117,None,0,old
9,Antwerpen,Appartement,None,179000,notariale,2,39,0,0,0,None,None,0,None,None,None,2,0,None
0,Deurne,Maison,Bel-étage,210000,notariale,4,130,0,0,0,None,None,0,None,None,None,None,0,None
1,Antwerpen,Appartement,App. rez-de-chaussée,289000,notariale,5,92,0,0,0,True,51,1,None,None,140,2,0,old
2,Nijlen,Maison,Maison unifamiliale,315000,notariale,4,153,0,0,0,None,None,0,107,573,680,4,0,old
3,Schriek,Maison,Maison unifamiliale,395000,notariale,5,248,0,0,0,None,None,0,None,None,705,3,0,old
4,Mol,Appartement,Studio,140000,notariale,2,45,0,0,0,True,29,0,None,None,None,2,0,None
5,Meerhout,Maison,None,219000,notariale,8,169,0,0,0,None,None,1,None,None,355,3,0,old
6,Beerse,Maison,Maison unifamiliale,399000,notariale,8,379,0,0,0,None,None,1,None,None,500,3,0,new
7,Lier,Maison,Maison unifamiliale,349000,notariale,5,201,0,0,0,None,None,0,None,None,None,2,0,old
8,Vorselaar,Maison,Maison unifamiliale,225000,notariale,4,95,0,0,0,None,None,0,None,None,445,4,0,None
9,Olmen,Maison,None,289000,notariale,5,164,0,0,1,None,None,1,None,None,830,4,0,None
0,Rumst,Maison,Maison unifamiliale,409000,notariale,9,240,0,0,0,None,None,1,None,None,210,3,0,None
1,Heist-op-den-Berg,Appartement,None,219000,notariale,3,85,0,0,0,True,6,0,None,None,None,3,0,old
2,Herselt,Maison,Maison unifamiliale,439000,notariale,4,197,0,0,0,None,None,0,None,None,46,4,0,old
3,Herentals,Maison,Maison unifamiliale,279000,notariale,4,225,0,0,0,None,None,0,None,None,460,3,0,old
4,Herentals,Maison,Usage mixte,225000,notariale,3,201,0,0,0,None,None,0,None,None,20,2,0,new
5,Antwerpen,Appartement,None,239000,notariale,3,98,0,0,0,None,None,0,None,None,99,2,0,new
6,Deurne,Maison,Maison unifamiliale,230000,notariale,3,113,0,0,0,None,None,0,None,None,44,2,0,None
7,Bevel,Maison,Maison unifamiliale,379000,notariale,4,113,0,0,0,None,None,0,None,None,13,3,0,new
8,Heist-op-den-Berg,Appartement,None,285000,notariale,3,100,0,0,0,True,8,1,None,None,None,2,0,old
9,Antwerpen,Appartement,None,179000,notariale,2,55,0,0,0,True,12,0,None,None,117,2,0,new
0,Duffel,Appartement,None,207500,notariale,2,40,0,0,0,True,20,1,None,None,None,None,0,old
1,Duffel,Appartement,None,269500,notariale,3,40,0,0,0,True,16,0,None,None,None,None,0,old
2,Duffel,Appartement,None,449000,notariale,3,115,0,0,0,True,60,0,None,None,None,None,0,old
3,Duffel,Appartement,None,284500,notariale,3,60,0,0,0,True,30,0,None,None,None,None,0,old
4,Antwerpen,Maison,Maison de ville,949000,notariale,7,281,0,0,0,None,None,1,None,None,303,2,0,new
5,Geel,Maison,Maison unifamiliale,249552,notariale,4,58,0,0,0,None,None,1,None,None,None,2,0,old
6,Geel,Maison,Maison unifamiliale,220181,notariale,3,94,0,0,0,None,None,1,None,None,None,2,0,old
7,Geel,Maison,Maison unifamiliale,227436,notariale,3,26,0,0,0,None,None,1,None,None,None,2,0,old
8,Geel,Maison,Maison unifamiliale,258600,notariale,4,50,0,0,0,None,None,1,None,None,None,2,0,old
9,Merksem,Maison,Maison unifamiliale,319000,notariale,6,185,0,0,0,None,None,1,None,None,170,2,0,None
0,Olen,Maison,None,395000.0,notariale,4,None,0,0,1,None,None,1,None,None,450,None,0,new
1,Olen,Maison,None,269000.0,notariale,0,150,0,0,0,None,None,1,None,None,280,None,0,old
2,Balen,Maison,None,289000.0,notariale,4,211,0,0,0,None,None,1,None,None,875,None,0,old
3,Deurne,Appartement,Penthouse,153000.0,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,None
4,Mol,Maison,Maison unifamiliale,289000.0,notariale,4,150,0,0,0,None,None,1,None,None,95,4,0,old
5,None,Appartement,None,None,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,None
6,Antwerpen,Appartement,None,215000.0,notariale,4,105,0,0,0,True,6,0,None,None,None,2,0,None
7,Baarle-Hertog,Appartement,Duplex,225000.0,notariale,5,127,0,0,0,None,None,1,None,None,None,None,0,old
8,Niel,Appartement,Duplex,173553.0,notariale,3,45,0,0,0,True,28,1,None,None,None,None,0,None
9,Niel,Appartement,Duplex,214876.0,notariale,5,58,0,0,0,True,9,0,None,None,None,None,0,None
0,Berchem,Maison,Maison exceptionnelle,695000.0,notariale,9,435,0,0,0,None,None,1,None,None,519,3,0,old
1,Deurne,Appartement,None,149500.0,notariale,2,55,0,0,0,None,None,0,None,None,342,3,0,new
2,Mol,Maison,Villa-Manoir,249000.0,notariale,4,94,0,1,0,None,None,1,None,None,584,4,0,old
3,Turnhout,Maison,None,285000.0,notariale,6,186,0,0,0,None,None,1,None,None,324,3,0,old
4,Ekeren,Maison,Maison unifamiliale,275000.0,notariale,6,147,0,0,0,None,None,0,None,None,163,2,0,old
5,None,Maison,Maison unifamiliale,None,notariale,9,300,0,0,0,None,None,0,None,None,453,2,0,old
6,Schilde,Maison,Chalet,69000.0,notariale,2,70,0,0,0,None,None,0,None,None,210,4,0,old
7,Turnhout,Appartement,None,249000.0,notariale,4,89,0,0,0,True,15,0,None,None,None,3,0,old
8,Mol,Maison,None,285000.0,notariale,8,153,0,0,0,True,32,0,None,None,None,4,0,None
9,Antwerpen,Appartement,None,255000.0,notariale,2,80,0,0,0,True,18,0,None,None,None,2,0,new
0,Wilrijk,Maison,Maison ouvrière,525000,notariale,4,171,0,0,0,None,None,0,None,None,370,None,0,None
1,Olen,Maison,None,339000,notariale,4,149,0,0,0,None,None,1,None,None,164,None,0,old
2,Antwerpen,Maison,None,498000,notariale,6,250,0,0,0,None,None,1,None,None,None,2,0,new
3,Antwerpen,Appartement,None,134900,notariale,3,59,0,0,0,True,8,0,None,None,None,2,0,new
4,Antwerpen,Appartement,None,134900,notariale,3,59,0,0,0,None,None,0,None,None,131,2,0,new
5,Antwerpen,Appartement,None,132900,notariale,3,53,0,0,0,None,None,0,None,None,None,2,0,new
6,Antwerpen,Appartement,None,132900,notariale,3,53,0,0,0,True,8,0,None,None,131,2,0,new
7,Heist-op-den-Berg,Appartement,None,235000,notariale,2,65,0,0,0,True,8,0,None,None,None,None,0,old
8,Turnhout,Maison,Maison unifamiliale,269000,notariale,4,143,0,0,0,None,None,0,None,None,145,2,0,new
9,Herenthout,Appartement,None,205000,notariale,3,62,0,0,0,True,10,0,None,None,None,2,0,old
0,Mortsel,Appartement,None,185000,notariale,4,84,0,0,0,True,3,0,None,None,393,2,0,old
1,Willebroek,Maison,None,249000,notariale,4,None,0,0,0,None,None,0,None,None,None,2,0,None
2,Hulshout,Appartement,None,259000,notariale,3,None,0,0,0,None,None,0,None,None,None,2,0,old
3,Mortsel,Maison,None,449000,notariale,9,200,0,0,0,True,10,0,None,None,None,3,0,None
4,Geel,Appartement,None,278000,notariale,5,107,0,0,0,None,None,1,None,None,None,3,0,None
5,Turnhout,Maison,Maison unifamiliale,449000,notariale,7,295,0,0,0,True,70,0,None,None,379,3,0,new
6,Antwerpen,Maison,Maison unifamiliale,249000,notariale,6,173,0,0,0,None,None,0,None,None,66,2,0,old
7,Herselt,Maison,Maison unifamiliale,235000,notariale,6,132,0,0,0,None,None,0,None,None,37,4,0,old
8,Vosselaar,Maison,Maison unifamiliale,239000,notariale,6,156,0,0,0,None,None,0,None,None,302,3,0,None
9,Burcht,Appartement,Duplex,299000,notariale,4,125,0,0,0,None,None,0,145,0,145,None,0,old
0,Houtvenne,Appartement,Triplex,180000,notariale,4,None,0,0,0,None,None,0,None,None,None,3,0,old
1,None,Maison,None,148500,notariale,4,None,0,0,0,None,None,0,None,None,52,2,0,None
2,None,Maison,None,199500,notariale,5,None,0,0,0,None,None,0,None,None,56,3,0,None
3,None,Maison,None,158500,notariale,4,None,0,0,0,None,None,0,None,None,25,2,0,None
4,None,Maison,None,150000,notariale,8,189,0,0,0,None,None,0,None,None,84,2,0,old
5,Merksem,Maison,Bel-étage,289000,notariale,6,157,0,0,0,None,None,0,None,None,188,2,0,old
6,Deurne,Appartement,None,165000,notariale,3,85,0,0,0,None,None,0,None,None,None,2,0,None
7,Mol,Maison,Maison unifamiliale,175000,notariale,6,143,0,0,0,None,None,1,None,None,140,2,0,None
8,Antwerpen,Appartement,None,335000,notariale,5,97,0,0,0,True,10,0,None,None,None,2,0,new
9,Puurs,Maison,Maison deux facades,348000,notariale,5,100,0,0,1,True,20,1,None,None,145,2,0,new
0,Antwerpen,Appartement,Studio avec coin lit,129000,notariale,2,45,0,0,0,None,None,0,None,None,None,None,0,old
1,Arendonk,Appartement,Penthouse,395000,notariale,5,150,0,0,0,None,None,0,None,None,None,3,0,old
2,Duffel,Appartement,None,239000,notariale,3,50,0,0,0,None,None,1,None,None,None,2,0,old
3,Antwerpen,Appartement,Penthouse,495000,notariale,6,125,0,0,0,True,50,0,134,None,None,3,0,old
4,Duffel,Maison,None,320000,notariale,4,130,0,0,0,None,None,0,None,None,140,2,0,new
5,Putte,Maison,Maison unifamiliale,275000,notariale,7,162,0,0,0,None,None,0,None,None,789,3,0,None
6,Antwerpen,Appartement,None,298000,notariale,3,50,0,0,0,True,15,0,None,None,None,2,0,None
7,Turnhout,Appartement,None,149000,notariale,4,70,0,0,0,None,None,0,None,None,None,None,0,None
8,None,Appartement,None,60000,notariale,3,None,0,0,0,None,None,0,None,None,226,3,0,old
9,Nijlen,Maison,Maison unifamiliale,339000,notariale,4,176,0,0,0,None,None,0,None,None,673,4,0,old
0,Boom,Appartement,None,275000,notariale,2,109,0,0,0,True,20,0,109,None,None,2,0,old
1,Antwerpen,Appartement,None,179000,notariale,3,65,0,0,0,None,None,0,None,None,07,2,0,old
2,Malle,Maison,Maison unifamiliale,379990,notariale,4,140,0,0,0,None,None,0,None,None,962,4,0,new
3,Oud-Turnhout,Maison,Maison unifamiliale,349000,notariale,7,242,0,0,0,None,None,0,None,None,883,4,0,old
4,Olen,Maison,Maison unifamiliale,335000,notariale,6,239,0,0,0,None,None,0,None,None,434,3,0,old
5,Merksem,Maison,Maison unifamiliale,299000,notariale,4,147,0,0,0,None,None,1,None,None,11,2,0,old
6,Lier,Maison,Maison ouvrière,205000,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,new
7,Niel,Appartement,None,249500,notariale,3,85,0,0,0,True,6,0,None,None,None,None,0,old
8,Antwerpen,Maison,None,749000,notariale,6,248,0,0,0,None,None,1,None,None,168,2,0,old
9,Deurne,Maison,None,779000,notariale,7,307,0,0,0,True,50,1,None,None,195,2,0,new
0,Geel,Appartement,None,246500.0,notariale,3,85,0,0,0,True,48,0,None,None,None,None,0,old
1,Westerlo,Appartement,None,225000.0,notariale,5,115,0,0,0,None,None,0,None,None,None,None,0,old
2,Heist-op-den-Berg,Appartement,None,289000.0,notariale,5,101,0,0,0,None,None,0,None,None,None,None,0,None
3,Antwerpen,Appartement,None,245000.0,notariale,4,80,0,0,0,True,9,0,None,None,80,None,0,new
4,Mechelen,Maison,None,299000.0,notariale,5,160,0,0,0,None,None,0,None,None,260,2,0,None
5,None,Appartement,Penthouse,None,notariale,4,97,0,0,0,True,36,0,None,None,None,3,0,None
6,Herselt,Appartement,None,318500.0,notariale,3,82,0,0,0,True,53,0,None,None,None,3,0,None
7,Antwerpen,Appartement,Duplex,1455000.0,notariale,5,70,0,0,0,True,60,0,191,None,None,None,0,new
8,Antwerpen,Appartement,None,301000.0,notariale,2,80,0,0,0,True,80,0,None,None,None,None,0,None
9,Antwerpen,Appartement,None,650000.0,notariale,3,30,0,0,0,True,30,0,None,None,None,None,0,None
0,Lier,Maison,Villa,2300000,notariale,13,29,0,0,0,None,None,0,300,4,304,None,0,None
1,Antwerpen,Appartement,None,300000,notariale,6,113,0,0,0,True,12,0,None,None,None,2,0,None
2,Burcht,Maison,None,349000,notariale,6,172,0,0,0,True,15,1,None,None,199,3,0,new
3,Edegem,Appartement,None,257000,notariale,6,105,0,0,0,True,6,0,None,None,None,2,0,None
4,Kontich,Maison,Bel-étage,349000,notariale,6,180,0,0,0,None,None,1,None,None,None,3,0,None
5,Deurne,Appartement,None,208500,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,None
6,Borgerhout,Appartement,None,135000,notariale,2,50,0,0,0,None,None,0,None,None,147,4,0,old
7,Mechelen,Maison,None,345000,notariale,8,None,0,0,0,None,None,0,None,None,None,2,0,old
8,Deurne,Appartement,None,159000,notariale,4,80,0,0,0,True,4,0,95,100,195,2,0,old
9,Deurne,Appartement,App. rez-de-chaussée,173000,notariale,2,None,0,0,0,True,15,0,None,None,None,None,0,old
0,Lier,Appartement,None,389000,notariale,4,47,0,0,0,True,20,0,None,None,21,2,0,new
1,Lier,Appartement,None,369000,notariale,5,28,0,0,0,True,50,0,None,None,21,2,0,new
2,Lier,Appartement,App. rez-de-chaussée,369000,notariale,3,91,0,0,0,None,None,1,None,None,21,2,0,new
3,Deurne,Appartement,None,219900,notariale,4,85,0,0,0,None,None,0,95,100,195,2,0,old
4,Herselt,Appartement,None,265000,notariale,3,03,0,0,0,None,None,0,None,None,None,None,0,None
5,Antwerpen,Appartement,None,1200000,notariale,5,138,0,0,0,True,40,0,None,None,None,2,0,old
6,Antwerpen,Appartement,None,490000,notariale,3,90,0,0,0,None,None,0,None,None,None,2,0,None
7,Lier,Maison,Maison de ville,699000,notariale,0,172,0,0,0,None,None,0,190,0,190,None,0,old
8,Nijlen,Maison,None,309000,notariale,5,119,0,0,0,None,None,0,None,None,469,3,0,old
9,Mechelen,Maison,None,319000,notariale,4,29,0,0,0,True,91,0,None,None,61,2,0,new
0,Antwerpen,Appartement,Loft,395000,notariale,19,125,0,0,0,True,10,0,125,0,125,4,0,new
1,Antwerpen,Maison,Maison exceptionnelle,1050000,notariale,4,211,0,0,0,None,None,0,None,None,139,2,0,None
2,Antwerpen,Appartement,None,1290000,notariale,4,167,0,0,0,True,18,0,None,None,None,None,0,new
3,Antwerpen,Appartement,Loft,395000,notariale,19,125,0,0,0,True,10,0,125,0,125,4,0,new
4,Antwerpen,Appartement,None,239000,notariale,2,60,0,0,0,None,None,0,None,None,233,2,0,new
5,Borgerhout,Appartement,None,99000,notariale,3,42,0,0,0,True,2,0,None,None,42,4,0,old
6,Brecht,Appartement,None,215000,notariale,4,98,0,0,0,True,9,0,None,None,None,None,0,None
7,Balen,Maison,Villa,845000,notariale,5,575,0,0,0,None,None,1,None,None,695,4,0,old
8,None,Maison,None,230000,notariale,5,None,0,0,0,None,None,0,None,None,370,3,0,old
9,None,Maison,None,220000,notariale,4,None,0,0,0,None,None,0,None,None,657,4,0,old
0,None,Appartement,None,150000,notariale,4,None,0,0,0,None,None,0,None,None,None,2,0,None
1,Lint,Maison,None,459500,notariale,6,225,0,0,0,None,None,0,None,None,None,3,0,None
2,Berchem,Appartement,None,195000,notariale,3,94,0,0,0,None,None,0,None,None,None,2,0,None
3,Deurne,Maison,None,274900,notariale,7,161,0,0,0,None,None,0,None,None,None,3,0,None
4,Mechelen,Appartement,None,459000,notariale,2,131,0,0,0,True,28,0,None,None,None,2,0,None
5,Mechelen,Appartement,None,459000,notariale,3,70,0,0,0,True,29,0,None,None,None,2,0,None
6,Antwerpen,Maison,Villa,1875000,notariale,9,388,0,0,0,None,None,0,None,None,None,4,0,None
7,Wilrijk,Maison,Villa,1875000,notariale,9,388,0,0,0,None,None,0,None,None,None,4,0,None
8,Merksem,Appartement,Penthouse,199000,notariale,3,75,0,0,0,None,None,0,None,None,None,2,0,None
9,None,Maison,None,175000,notariale,4,None,0,0,0,None,None,0,None,None,None,2,0,None
0,Antwerpen,Appartement,None,249000,notariale,2,62,0,0,0,True,11,0,None,None,None,2,0,None
1,Beerse,Maison,Maison unifamiliale,695000,notariale,4,215,0,0,0,True,36,0,None,None,732,4,0,old
2,Kalmthout,Maison,Villa,1249000,notariale,9,510,0,0,0,None,None,0,None,None,60,4,0,new
3,Edegem,Maison,None,499000,notariale,6,164,0,0,0,None,None,0,None,None,270,3,0,old
4,Mechelen,Appartement,None,580000,notariale,3,182,0,0,0,True,9,0,None,None,None,None,0,new
5,Antwerpen,Appartement,None,275000,notariale,2,45,0,0,0,True,6,0,None,None,839,2,0,old
6,Wilrijk,Maison,None,475000,notariale,6,161,0,0,0,True,7,0,None,None,73,2,0,None
7,Borgerhout,Maison,Maison unifamiliale,285000,notariale,9,208,0,0,0,None,None,0,None,None,94,2,0,None
8,Vosselaar,Maison,None,485000,notariale,6,415,0,0,0,None,None,0,None,None,444,3,0,old
9,Antwerpen,Maison,None,425000,notariale,5,191,0,0,0,None,None,0,None,None,223,2,0,old
0,Sint-Job-in-'t-Goor,Maison,None,439000,notariale,4,135,0,0,0,True,27,1,None,None,722,4,0,new
1,Mechelen,Maison,None,249000,notariale,3,150,0,0,0,None,None,1,None,None,245,3,0,None
2,Geel,Maison,Maison unifamiliale,415000,notariale,5,None,0,0,0,None,None,1,91,207,298,3,0,old
3,Putte,Appartement,None,459000,notariale,6,80,0,0,0,None,None,0,None,None,None,3,0,old
4,'s Gravenwezel,Appartement,App. rez-de-chaussée,430000,notariale,5,116,0,0,0,True,25,1,None,None,75,3,0,old
5,Zoersel,Maison,None,729000,notariale,5,299,0,0,0,True,20,1,None,None,None,4,0,new
6,Nijlen,Maison,Maison unifamiliale,535000,notariale,6,217,0,0,0,True,40,0,None,None,None,3,0,None
7,Halle,Maison,Villa,825000,notariale,10,360,0,0,0,None,None,0,None,None,None,4,0,None
8,Booischot,Appartement,None,345000,notariale,6,125,0,0,0,None,None,0,None,None,None,3,0,None
9,Deurne,Appartement,None,250000,notariale,3,None,0,0,0,None,None,0,None,None,None,2,0,old
0,Antwerpen,Maison,None,630000.0,notariale,6,150,0,0,0,None,None,0,None,None,80,2,0,None
1,Poppel,Maison,Villa-Manoir,1850000.0,notariale,6,None,0,0,0,None,None,1,None,None,000,4,0,old
2,Antwerpen,Appartement,Studio avec coin lit,115000.0,notariale,2,33,0,0,0,None,None,0,None,None,None,None,0,None
3,Berchem,Maison,Usage mixte,545000.0,notariale,7,300,0,0,0,True,8,0,None,None,200,2,0,new
4,Antwerpen,Appartement,None,360000.0,notariale,8,190,0,0,0,None,None,1,None,None,250,2,0,old
5,Antwerpen,Maison,None,360000.0,notariale,8,190,0,0,0,None,None,1,None,None,250,2,0,old
6,Mechelen,Maison,None,185000.0,notariale,5,115,0,0,0,None,None,0,None,None,55,2,0,old
7,None,Maison,Ferme,None,notariale,3,160,0,0,0,None,None,1,None,None,456,None,0,new
8,Antwerpen,Appartement,Serviceflat,355000.0,notariale,2,65,0,0,0,True,60,1,None,None,None,None,0,None
9,Brecht,Maison,None,1978000.0,notariale,4,None,0,0,0,None,None,1,None,None,187,4,0,None
0,Edegem,Maison,None,435000,notariale,6,150,0,0,0,None,None,1,None,None,455,3,0,None
1,Westerlo,Appartement,None,215000,notariale,3,89,0,0,0,True,12,0,None,None,None,4,0,None
2,Niel,Appartement,Serviceflat,259000,notariale,3,85,0,0,0,None,None,0,None,None,None,None,0,old
3,Antwerpen,Appartement,Penthouse,321580,notariale,4,88,0,0,0,True,50,0,None,None,None,2,0,old
4,Antwerpen,Maison,None,321580,notariale,4,88,0,0,0,True,50,0,None,None,None,2,0,old
5,Antwerpen,Appartement,None,321580,notariale,4,88,0,0,0,True,50,0,None,None,None,2,0,old
6,Aartselaar,Appartement,None,359900,notariale,2,95,0,0,0,True,47,0,None,None,None,None,0,old
7,Aartselaar,Appartement,None,329900,notariale,2,87,0,0,0,True,28,0,None,None,None,None,0,old
